Gradient Profiler Text Data File: 3-C3_SH_mock_PFA_052325.csv
Date: 2025-05-23
Time: 15:17:03

User: Karen
Experiment name: 
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW28.1
Speed: 28 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 4
w2t:  x 10^0
Sample Volume: 18 ml
Number of Tubes: 6
Volume per mm: 0.183 ml/mm

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 10 Hz
EM1 Speed: 0.30 mm/sec
Distance: 3.20 mm
Number: 30
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Total Distance: 96.00 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
0.00, 0.078420, 0, 0.000
0.03, 0.078540, , 
0.06, 0.078769, , 
0.09, 0.078842, , 
0.12, 0.078829, , 
0.15, 0.078759, , 
0.18, 0.078661, , 
0.21, 0.078566, , 
0.24, 0.078509, , 
0.27, 0.078496, , 
0.30, 0.078477, , 
0.33, 0.078445, , 
0.36, 0.078470, , 
0.39, 0.078509, , 
0.42, 0.078518, , 
0.45, 0.078461, , 
0.48, 0.078467, , 
0.51, 0.078626, , 
0.54, 0.079793, , 
0.57, 0.082870, , 
0.60, 0.092976, , 
0.63, 0.122525, , 
0.66, 0.169178, , 
0.69, 0.245704, , 
0.72, 0.324429, , 
0.75, 0.410185, , 
0.78, 0.499957, , 
0.81, 0.592172, , 
0.84, 0.701740, , 
0.87, 0.796679, , 
0.90, 0.892351, , 
0.93, 1.004726, , 
0.96, 1.101232, , 
0.99, 1.197348, , 
1.02, 1.293191, , 
1.05, 1.388765, , 
1.08, 1.499139, , 
1.11, 1.590018, , 
1.14, 1.684373, , 
1.17, 1.747390, , 
1.20, 1.785447, , 
1.23, 1.820285, , 
1.26, 1.838304, , 
1.29, 1.851449, , 
1.32, 1.858988, , 
1.35, 1.864520, , 
1.38, 1.869399, , 
1.41, 1.872190, , 
1.44, 1.875698, , 
1.47, 1.878864, , 
1.50, 1.882534, , 
1.53, 1.887821, , 
1.56, 1.893112, , 
1.59, 1.899345, , 
1.62, 1.903449, , 
1.65, 1.908074, , 
1.68, 1.913114, , 
1.71, 1.917298, , 
1.74, 1.922129, , 
1.77, 1.926084, , 
1.80, 1.929507, , 
1.83, 1.932203, , 
1.86, 1.934442, , 
1.89, 1.936878, , 
1.92, 1.938966, , 
1.95, 1.940707, , 
1.98, 1.941982, , 
2.01, 1.942474, , 
2.04, 1.942712, , 
2.07, 1.942927, , 
2.10, 1.942962, , 
2.13, 1.943102, , 
2.16, 1.943168, , 
2.19, 1.942924, , 
2.22, 1.942296, , 
2.25, 1.941668, , 
2.28, 1.940618, , 
2.31, 1.939841, , 
2.34, 1.939334, , 
2.37, 1.939004, , 
2.40, 1.938579, , 
2.43, 1.937906, , 
2.46, 1.936983, , 
2.49, 1.936371, , 
2.52, 1.935832, , 
2.55, 1.935080, , 
2.58, 1.933672, , 
2.61, 1.931232, , 
2.64, 1.928565, , 
2.67, 1.925421, , 
2.70, 1.921666, , 
2.74, 1.918307, , 
2.76, 1.914707, , 
2.79, 1.910669, , 
2.82, 1.906225, , 
2.85, 1.900579, , 
2.88, 1.895409, , 
2.91, 1.889135, , 
2.94, 1.884462, , 
2.97, 1.878569, , 
3.00, 1.871172, , 
3.03, 1.864368, , 
3.06, 1.856172, , 
3.09, 1.848949, , 
3.12, 1.841492, , 
3.16, 1.832455, , 
3.18, 1.825696, , 
3.19, 1.822943, 1, 0.584
3.21, 1.815904, , 
3.24, 1.807251, , 
3.27, 1.798347, , 
3.30, 1.787699, , 
3.33, 1.778342, , 
3.36, 1.768769, , 
3.39, 1.758847, , 
3.42, 1.748602, , 
3.45, 1.736266, , 
3.48, 1.725358, , 
3.51, 1.712321, , 
3.54, 1.700883, , 
3.57, 1.691171, , 
3.60, 1.677167, , 
3.63, 1.665041, , 
3.66, 1.650662, , 
3.69, 1.638266, , 
3.72, 1.625781, , 
3.75, 1.610832, , 
3.78, 1.599911, , 
3.81, 1.584413, , 
3.84, 1.570847, , 
3.87, 1.557173, , 
3.90, 1.541186, , 
3.93, 1.527566, , 
3.96, 1.511627, , 
3.99, 1.500201, , 
4.02, 1.486492, , 
4.05, 1.470442, , 
4.08, 1.456648, , 
4.11, 1.440496, , 
4.14, 1.426676, , 
4.17, 1.412872, , 
4.20, 1.398969, , 
4.23, 1.385038, , 
4.26, 1.368972, , 
4.29, 1.355301, , 
4.32, 1.341627, , 
4.35, 1.325637, , 
4.38, 1.311811, , 
4.41, 1.300211, , 
4.44, 1.283793, , 
4.47, 1.269697, , 
4.50, 1.253520, , 
4.53, 1.239786, , 
4.56, 1.226111, , 
4.59, 1.210207, , 
4.62, 1.198868, , 
4.65, 1.183071, , 
4.68, 1.169556, , 
4.71, 1.156126, , 
4.74, 1.140564, , 
4.77, 1.127179, , 
4.80, 1.111547, , 
