Gradient Profiler Text Data File: 3-C3_SH_46_012126.csv
Date: 2026-01-21
Time: 15:54:24

User: Karen
Experiment name: 
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW28.1
Speed: 28 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 4
w2t:  x 10^0
Sample Volume: 18 ml
Number of Tubes: 6
Volume per mm: 0.183 ml/mm

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 10 Hz
EM1 Speed: 0.30 mm/sec
Distance: 3.20 mm
Number: 30
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Total Distance: 96.00 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
0.00, 0.080891, 0, 0.000
0.03, 0.080897, , 
0.06, 0.080900, , 
0.09, 0.080916, , 
0.12, 0.080878, , 
0.15, 0.080846, , 
0.18, 0.080875, , 
0.21, 0.080926, , 
0.24, 0.080986, , 
0.27, 0.081097, , 
0.30, 0.081325, , 
0.33, 0.081541, , 
0.36, 0.081642, , 
0.39, 0.081817, , 
0.43, 0.082052, , 
0.45, 0.082204, , 
0.48, 0.082229, , 
0.51, 0.082309, , 
0.54, 0.083000, , 
0.57, 0.085696, , 
0.60, 0.093696, , 
0.64, 0.116102, , 
0.66, 0.143752, , 
0.69, 0.196863, , 
0.72, 0.251293, , 
0.75, 0.310653, , 
0.78, 0.383512, , 
0.81, 0.447173, , 
0.84, 0.511230, , 
0.87, 0.575291, , 
0.90, 0.639361, , 
0.93, 0.714107, , 
0.96, 0.778168, , 
0.99, 0.853485, , 
1.02, 0.919084, , 
1.05, 0.974533, , 
1.08, 1.052553, , 
1.11, 1.117190, , 
1.14, 1.184569, , 
1.17, 1.229886, , 
1.20, 1.261976, , 
1.23, 1.286188, , 
1.26, 1.297645, , 
1.29, 1.308826, , 
1.32, 1.315985, , 
1.35, 1.322259, , 
1.38, 1.329447, , 
1.41, 1.335816, , 
1.44, 1.343581, , 
1.47, 1.349319, , 
1.50, 1.356145, , 
1.53, 1.363263, , 
1.56, 1.368211, , 
1.59, 1.372693, , 
1.62, 1.375830, , 
1.65, 1.378742, , 
1.68, 1.381552, , 
1.71, 1.384334, , 
1.74, 1.387499, , 
1.77, 1.389989, , 
1.80, 1.392251, , 
1.83, 1.394611, , 
1.87, 1.396400, , 
1.89, 1.397894, , 
1.92, 1.399150, , 
1.95, 1.400102, , 
1.98, 1.400571, , 
2.01, 1.400603, , 
2.04, 1.400695, , 
2.07, 1.400955, , 
2.10, 1.401446, , 
2.13, 1.402078, , 
2.16, 1.402572, , 
2.19, 1.402839, , 
2.22, 1.402664, , 
2.25, 1.402271, , 
2.28, 1.402005, , 
2.31, 1.401865, , 
2.34, 1.401843, , 
2.37, 1.401840, , 
2.40, 1.401754, , 
2.43, 1.401608, , 
2.46, 1.401500, , 
2.49, 1.401557, , 
2.52, 1.401910, , 
2.55, 1.402287, , 
2.58, 1.402309, , 
2.61, 1.401837, , 
2.64, 1.400955, , 
2.67, 1.399952, , 
2.70, 1.399055, , 
2.73, 1.397719, , 
2.76, 1.396397, , 
2.79, 1.394468, , 
2.82, 1.392356, , 
2.85, 1.389993, , 
2.88, 1.387395, , 
2.91, 1.385660, , 
2.94, 1.383278, , 
2.97, 1.381181, , 
3.00, 1.378907, , 
3.03, 1.375801, , 
3.06, 1.372766, , 
3.09, 1.369664, , 
3.12, 1.366555, , 
3.15, 1.363402, , 
3.18, 1.359513, 1, 0.583
3.19, 1.358939, , 
3.21, 1.356091, , 
3.24, 1.351983, , 
3.27, 1.348408, , 
3.31, 1.344726, , 
3.33, 1.341062, , 
3.36, 1.337475, , 
3.39, 1.333047, , 
3.42, 1.328958, , 
3.45, 1.324511, , 
3.48, 1.319055, , 
3.51, 1.314979, , 
3.54, 1.309051, , 
3.57, 1.303913, , 
3.60, 1.298549, , 
3.63, 1.291958, , 
3.66, 1.286089, , 
3.69, 1.279111, , 
3.72, 1.274014, , 
3.75, 1.267708, , 
3.78, 1.260159, , 
3.81, 1.253558, , 
3.84, 1.245758, , 
3.87, 1.239008, , 
3.90, 1.232109, , 
3.93, 1.225058, , 
3.96, 1.218048, , 
3.99, 1.209735, , 
4.02, 1.202547, , 
4.05, 1.195467, , 
4.08, 1.187360, , 
4.12, 1.180369, , 
4.14, 1.173375, , 
4.17, 1.166447, , 
4.20, 1.159532, , 
4.23, 1.151412, , 
4.26, 1.144469, , 
4.29, 1.136495, , 
4.32, 1.130779, , 
4.35, 1.123893, , 
4.38, 1.115706, , 
4.41, 1.108721, , 
4.44, 1.100630, , 
4.47, 1.093582, , 
4.50, 1.086467, , 
4.53, 1.079213, , 
4.56, 1.071832, , 
4.59, 1.062928, , 
4.62, 1.055217, , 
4.65, 1.047611, , 
4.68, 1.038777, , 
4.71, 1.031234, , 
4.74, 1.023713, , 
4.77, 1.016098, , 
4.80, 1.008453, , 
4.83, 0.999483, , 
4.86, 0.991931, , 
4.89, 0.983144, , 
4.92, 0.975621, , 
4.95, 0.969261, , 
4.98, 0.960195, , 
5.01, 0.952434, , 
5.04, 0.943416, , 
5.07, 0.935791, , 
5.10, 0.928229, , 
5.14, 0.919560, , 
5.16, 0.913270, , 
5.19, 0.904147, , 
5.22, 0.896227, , 
5.25, 0.888475, , 
5.28, 0.879631, , 
5.31, 0.872177, , 
5.34, 0.864742, , 
5.37, 0.857111, , 
5.40, 0.849365, , 
5.43, 0.840226, , 
5.46, 0.832468, , 
5.49, 0.823599, , 
5.52, 0.816034, , 
5.55, 0.809712, , 
5.58, 0.800853, , 
5.61, 0.793133, , 
5.64, 0.785257, , 
5.67, 0.776125, , 
5.70, 0.768557, , 
5.73, 0.759980, , 
5.76, 0.753947, , 
5.79, 0.745547, , 
5.82, 0.738522, , 
5.85, 0.731581, , 
5.88, 0.723515, , 
5.91, 0.716708, , 
5.94, 0.710038, , 
5.97, 0.703415, , 
6.00, 0.696839, , 
6.03, 0.689518, , 
6.06, 0.683536, , 
6.09, 0.677744, , 
6.12, 0.671156, , 
6.15, 0.665621, , 
6.18, 0.660352, , 
6.21, 0.655211, , 
6.24, 0.650040, , 
6.27, 0.644141, , 
6.30, 0.639380, , 
6.33, 0.634051, , 
6.36, 0.629664, , 
6.38, 0.627548, 2, 0.585
6.39, 0.626181, , 
6.42, 0.621430, , 
6.45, 0.617262, , 
6.48, 0.612018, , 
6.51, 0.607188, , 
6.54, 0.602100, , 
6.58, 0.595934, , 
6.60, 0.591363, , 
6.63, 0.584905, , 
6.66, 0.579313, , 
6.69, 0.573603, , 
6.73, 0.566952, , 
6.75, 0.562267, , 
6.78, 0.555653, , 
6.81, 0.549728, , 
6.84, 0.542483, , 
6.87, 0.536013, , 
6.90, 0.529374, , 
6.94, 0.521507, , 
6.96, 0.516026, , 
6.99, 0.508680, , 
7.02, 0.502701, , 
7.05, 0.496969, , 
7.08, 0.490502, , 
7.11, 0.485125, , 
7.15, 0.479143, , 
7.17, 0.474946, , 
7.20, 0.470087, , 
7.23, 0.464650, , 
7.26, 0.460127, , 
7.29, 0.454941, , 
7.32, 0.450599, , 
7.35, 0.447014, , 
7.38, 0.441933, , 
7.41, 0.437461, , 
7.44, 0.432138, , 
7.47, 0.427618, , 
7.50, 0.423130, , 
7.53, 0.417801, , 
7.56, 0.414001, , 
7.59, 0.408780, , 
7.62, 0.404292, , 
7.65, 0.399737, , 
7.68, 0.394513, , 
7.71, 0.390234, , 
7.74, 0.385403, , 
7.77, 0.381853, , 
7.80, 0.377473, , 
7.83, 0.372319, , 
7.86, 0.367963, , 
7.89, 0.362866, , 
7.92, 0.358717, , 
7.95, 0.354781, , 
7.98, 0.350962, , 
8.01, 0.347213, , 
8.04, 0.342962, , 
8.07, 0.339438, , 
8.10, 0.335930, , 
8.13, 0.331876, , 
8.16, 0.328568, , 
8.19, 0.325352, , 
8.22, 0.322097, , 
8.25, 0.318814, , 
8.28, 0.315138, , 
8.31, 0.312087, , 
8.34, 0.308515, , 
8.38, 0.305296, , 
8.40, 0.302545, , 
8.43, 0.298812, , 
8.46, 0.295659, , 
8.49, 0.291989, , 
8.52, 0.288970, , 
8.55, 0.286017, , 
8.58, 0.282987, , 
8.61, 0.280009, , 
8.64, 0.276621, , 
8.67, 0.273760, , 
8.70, 0.270902, , 
8.73, 0.267461, , 
8.76, 0.264485, , 
8.79, 0.261444, , 
8.82, 0.258376, , 
8.85, 0.255442, , 
8.88, 0.252286, , 
8.91, 0.249803, , 
8.94, 0.246967, , 
8.97, 0.244629, , 
9.00, 0.242701, , 
9.03, 0.240182, , 
9.06, 0.237974, , 
9.09, 0.235316, , 
9.12, 0.233137, , 
9.15, 0.231037, , 
9.18, 0.228658, , 
9.21, 0.227107, , 
9.24, 0.225131, , 
9.27, 0.223406, , 
9.30, 0.221579, , 
9.33, 0.219374, , 
9.36, 0.217592, , 
9.40, 0.215431, , 
9.42, 0.213760, , 
9.45, 0.211673, , 
9.48, 0.209322, , 
9.51, 0.207353, , 
9.54, 0.205015, , 
9.57, 0.203055, , 
9.58, 0.202718, 3, 0.585
9.61, 0.201110, , 
9.63, 0.199264, , 
9.66, 0.197361, , 
9.69, 0.195001, , 
9.72, 0.192850, , 
9.75, 0.190516, , 
9.78, 0.187874, , 
9.81, 0.186151, , 
9.84, 0.183861, , 
9.87, 0.181898, , 
9.90, 0.179893, , 
9.93, 0.177711, , 
9.96, 0.176017, , 
9.99, 0.174041, , 
10.02, 0.172690, , 
10.05, 0.171240, , 
10.08, 0.169660, , 
10.11, 0.168385, , 
10.14, 0.167082, , 
10.17, 0.166149, , 
10.20, 0.165290, , 
10.23, 0.164386, , 
10.26, 0.163513, , 
10.29, 0.162520, , 
10.32, 0.161674, , 
10.35, 0.160912, , 
10.38, 0.160211, , 
10.41, 0.159777, , 
10.44, 0.159320, , 
10.47, 0.158806, , 
10.50, 0.158261, , 
10.53, 0.157629, , 
10.56, 0.157093, , 
10.59, 0.156364, , 
10.62, 0.155701, , 
10.65, 0.155101, , 
10.68, 0.154147, , 
10.71, 0.153189, , 
10.74, 0.152158, , 
10.77, 0.151365, , 
10.80, 0.150645, , 
10.84, 0.149715, , 
10.86, 0.148992, , 
10.89, 0.147964, , 
10.92, 0.146997, , 
10.95, 0.146020, , 
10.98, 0.144894, , 
11.01, 0.144053, , 
11.04, 0.143168, , 
