Gradient Profiler Text Data File: 20240419_MV_I_30.csv
Date: 2024-04-19
Time: 14:59:39

User: jared
Experiment name: 
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW28.1
Speed: 28 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 4
w2t:  x 10^0
Sample Volume: 18 ml
Number of Tubes: 6
Volume per mm: 0.183 ml/mm

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 10 Hz
EM1 Speed: 0.30 mm/sec
Distance: 3.20 mm
Number: 30
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Total Distance: 96.00 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
0.00, 0.096773, 0, 0.000
0.03, 0.096852, , 
0.06, 0.096763, , 
0.09, 0.096750, , 
0.12, 0.096890, , 
0.15, 0.096915, , 
0.18, 0.096836, , 
0.21, 0.096795, , 
0.24, 0.096865, , 
0.27, 0.096896, , 
0.30, 0.096798, , 
0.33, 0.096937, , 
0.36, 0.097191, , 
0.39, 0.097274, , 
0.42, 0.097226, , 
0.45, 0.097388, , 
0.48, 0.097708, , 
0.51, 0.097829, , 
0.54, 0.097981, , 
0.57, 0.098841, , 
0.60, 0.102495, , 
0.63, 0.115167, , 
0.66, 0.139885, , 
0.69, 0.188965, , 
0.72, 0.240769, , 
0.75, 0.298717, , 
0.78, 0.378244, , 
0.81, 0.449967, , 
0.84, 0.535464, , 
0.87, 0.603936, , 
0.90, 0.683904, , 
0.93, 0.771338, , 
0.96, 0.833845, , 
0.99, 0.921444, , 
1.02, 0.990985, , 
1.05, 1.072244, , 
1.08, 1.160151, , 
1.11, 1.234162, , 
1.14, 1.315316, , 
1.17, 1.360100, , 
1.20, 1.413941, , 
1.23, 1.449993, , 
1.26, 1.468434, , 
1.29, 1.480805, , 
1.32, 1.487041, , 
1.35, 1.490768, , 
1.38, 1.494555, , 
1.41, 1.496703, , 
1.44, 1.498999, , 
1.47, 1.501172, , 
1.50, 1.503605, , 
1.53, 1.506012, , 
1.56, 1.508474, , 
1.59, 1.510764, , 
1.62, 1.513723, , 
1.65, 1.516080, , 
1.68, 1.518732, , 
1.71, 1.522386, , 
1.74, 1.525428, , 
1.77, 1.528987, , 
1.80, 1.532136, , 
1.83, 1.534626, , 
1.86, 1.538280, , 
1.89, 1.541113, , 
1.92, 1.543908, , 
1.95, 1.545899, , 
1.98, 1.547644, , 
2.01, 1.549807, , 
2.04, 1.551298, , 
2.07, 1.552522, , 
2.10, 1.553626, , 
2.13, 1.554695, , 
2.16, 1.555961, , 
2.19, 1.556871, , 
2.22, 1.557940, , 
2.25, 1.558676, , 
2.28, 1.558981, , 
2.31, 1.559161, , 
2.34, 1.559117, , 
2.37, 1.559000, , 
2.40, 1.559082, , 
2.43, 1.559793, , 
2.46, 1.561353, , 
2.49, 1.564509, , 
2.52, 1.567602, , 
2.55, 1.570878, , 
2.58, 1.574253, , 
2.61, 1.577248, , 
2.64, 1.580997, , 
2.67, 1.583560, , 
2.70, 1.586018, , 
2.73, 1.588962, , 
2.76, 1.591264, , 
2.79, 1.593986, , 
2.82, 1.596730, , 
2.85, 1.599651, , 
2.88, 1.603245, , 
2.91, 1.606157, , 
2.94, 1.609868, , 
2.97, 1.612304, , 
3.00, 1.613681, , 
3.03, 1.615076, , 
3.06, 1.616085, , 
3.09, 1.617154, , 
3.12, 1.618042, , 
3.15, 1.619047, , 
3.18, 1.620402, , 
3.19, 1.620618, 1, 0.584
3.21, 1.621220, , 
3.24, 1.622330, , 
3.27, 1.623161, , 
3.30, 1.623967, , 
3.33, 1.624782, , 
3.36, 1.625436, , 
3.39, 1.626061, , 
3.42, 1.626476, , 
3.45, 1.626787, , 
3.48, 1.626787, , 
3.51, 1.626613, , 
3.54, 1.626352, , 
3.57, 1.626004, , 
3.60, 1.625404, , 
3.63, 1.624744, , 
3.66, 1.624154, , 
3.69, 1.623409, , 
3.72, 1.622445, , 
3.75, 1.621464, , 
3.78, 1.620174, , 
3.81, 1.618810, , 
3.84, 1.617528, , 
3.87, 1.616018, , 
3.90, 1.614778, , 
3.93, 1.613221, , 
3.96, 1.611660, , 
3.99, 1.609773, , 
4.02, 1.608307, , 
4.05, 1.606265, , 
4.08, 1.603584, , 
4.11, 1.601383, , 
4.14, 1.598772, , 
4.17, 1.596492, , 
4.20, 1.593513, , 
4.23, 1.590091, , 
4.26, 1.587509, , 
4.29, 1.583642, , 
