Gradient Profiler Text Data File: 20240419_MV_A_40.csv
Date: 2024-04-19
Time: 15:59:27

User: jared
Experiment name: 
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW28.1
Speed: 28 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 4
w2t:  x 10^0
Sample Volume: 18 ml
Number of Tubes: 6
Volume per mm: 0.183 ml/mm

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 10 Hz
EM1 Speed: 0.30 mm/sec
Distance: 3.20 mm
Number: 30
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Total Distance: 96.00 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
0.00, 0.095323, 0, 0.000
0.03, 0.095320, , 
0.06, 0.095285, , 
0.09, 0.095279, , 
0.12, 0.095320, , 
0.15, 0.095364, , 
0.18, 0.095282, , 
0.21, 0.095272, , 
0.25, 0.095390, , 
0.27, 0.095361, , 
0.30, 0.095231, , 
0.33, 0.095256, , 
0.36, 0.095320, , 
0.39, 0.095298, , 
0.42, 0.095256, , 
0.45, 0.095329, , 
0.48, 0.095520, , 
0.51, 0.095640, , 
0.54, 0.095872, , 
0.57, 0.097191, , 
0.60, 0.101318, , 
0.63, 0.114868, , 
0.67, 0.139816, , 
0.69, 0.178723, , 
0.72, 0.228421, , 
0.75, 0.284948, , 
0.78, 0.355685, , 
0.81, 0.418673, , 
0.84, 0.493413, , 
0.87, 0.547263, , 
0.90, 0.612380, , 
0.93, 0.688884, , 
0.96, 0.754724, , 
0.99, 0.831691, , 
1.02, 0.897807, , 
1.05, 0.964113, , 
1.08, 1.030273, , 
1.11, 1.094892, , 
1.14, 1.165337, , 
1.17, 1.216469, , 
1.20, 1.254402, , 
1.23, 1.282521, , 
1.26, 1.296677, , 
1.29, 1.305400, , 
1.32, 1.310913, , 
1.35, 1.314643, , 
1.38, 1.318177, , 
1.41, 1.320844, , 
1.44, 1.323674, , 
1.47, 1.325847, , 
1.50, 1.327563, , 
1.53, 1.330113, , 
1.56, 1.332339, , 
1.59, 1.335032, , 
1.62, 1.337665, , 
1.65, 1.340472, , 
1.68, 1.343711, , 
1.71, 1.346049, , 
1.74, 1.349309, , 
1.77, 1.352221, , 
1.80, 1.354898, , 
1.83, 1.357528, , 
1.86, 1.359656, , 
1.89, 1.361562, , 
1.92, 1.362435, , 
1.95, 1.363139, , 
1.98, 1.363659, , 
2.01, 1.363834, , 
2.04, 1.363599, , 
2.07, 1.363161, , 
2.10, 1.362590, , 
2.13, 1.361762, , 
2.16, 1.360522, , 
2.19, 1.358543, , 
2.22, 1.356592, , 
2.25, 1.354457, , 
2.28, 1.351574, , 
2.31, 1.348913, , 
2.34, 1.346090, , 
2.37, 1.343099, , 
2.40, 1.339841, , 
2.43, 1.335740, , 
2.46, 1.332121, , 
2.49, 1.327528, , 
2.52, 1.323093, , 
2.55, 1.319274, , 
2.58, 1.313654, , 
2.61, 1.308429, , 
2.64, 1.301435, , 
2.67, 1.294885, , 
2.70, 1.288031, , 
2.73, 1.279543, , 
2.76, 1.272999, , 
2.79, 1.263318, , 
2.82, 1.254576, , 
2.85, 1.245264, , 
2.88, 1.233772, , 
2.91, 1.223599, , 
2.95, 1.211451, , 
2.97, 1.202522, , 
3.00, 1.191410, , 
3.03, 1.179903, , 
3.06, 1.166171, , 
3.09, 1.153997, , 
3.12, 1.139394, , 
3.15, 1.126858, , 
3.18, 1.114304, , 
3.18, 1.112166, 1, 0.583
3.22, 1.099269, , 
3.24, 1.088310, , 
3.27, 1.072701, , 
3.30, 1.059179, , 
3.33, 1.045441, , 
3.36, 1.029210, , 
3.39, 1.015339, , 
3.43, 0.999106, , 
3.45, 0.987334, , 
3.48, 0.973039, , 
3.51, 0.956465, , 
3.54, 0.942442, , 
3.57, 0.925989, , 
3.60, 0.911890, , 
3.63, 0.897730, , 
3.66, 0.881240, , 
3.69, 0.869405, , 
3.72, 0.855334, , 
3.75, 0.839342, , 
3.78, 0.826038, , 
3.81, 0.810743, , 
3.84, 0.797853, , 
3.87, 0.785266, , 
3.90, 0.772921, , 
3.93, 0.760601, , 
3.96, 0.746540, , 
3.99, 0.734848, , 
4.02, 0.723480, , 
4.05, 0.710196, , 
4.08, 0.698968, , 
4.11, 0.688123, , 
4.14, 0.677557, , 
4.17, 0.667124, , 
4.20, 0.655179, , 
4.23, 0.645156, , 
4.26, 0.633423, , 
4.29, 0.623272, , 
4.32, 0.614845, , 
4.35, 0.603356, , 
4.38, 0.593548, , 
4.41, 0.582104, , 
4.44, 0.572417, , 
4.47, 0.563076, , 
4.51, 0.552513, , 
4.53, 0.545198, , 
4.56, 0.535286, , 
4.59, 0.527093, , 
4.62, 0.518963, , 
4.65, 0.509330, , 
4.68, 0.501213, , 
4.72, 0.491992, , 
4.74, 0.485693, , 
4.77, 0.478382, , 
4.80, 0.470242, , 
4.83, 0.463594, , 
4.86, 0.455877, , 
4.89, 0.449263, , 
4.92, 0.442919, , 
4.95, 0.437026, , 
4.98, 0.431234, , 
5.01, 0.424481, , 
5.04, 0.418816, , 
5.07, 0.413325, , 
5.10, 0.407077, , 
5.13, 0.402588, , 
5.16, 0.396663, , 
5.19, 0.391785, , 
5.22, 0.386094, , 
5.25, 0.381146, , 
5.28, 0.376309, , 
5.31, 0.371494, , 
5.34, 0.366619, , 
5.37, 0.360900, , 
5.40, 0.356170, , 
5.43, 0.351609, , 
5.46, 0.346315, , 
5.49, 0.341814, , 
5.52, 0.337427, , 
5.55, 0.332974, , 
5.58, 0.328222, , 
5.61, 0.322665, , 
5.64, 0.317993, , 
5.67, 0.312702, , 
5.70, 0.308274, , 
5.73, 0.304680, , 
5.76, 0.299938, , 
5.79, 0.296094, , 
5.82, 0.291748, , 
5.85, 0.288167, , 
5.88, 0.284881, , 
5.91, 0.281075, , 
5.94, 0.278283, , 
5.97, 0.274439, , 
6.00, 0.271416, , 
6.03, 0.268568, , 
6.06, 0.265383, , 
6.09, 0.262785, , 
6.12, 0.260029, , 
6.15, 0.258097, , 
6.18, 0.255629, , 
6.21, 0.252765, , 
6.24, 0.250462, , 
6.27, 0.247684, , 
6.30, 0.245200, , 
6.33, 0.242669, , 
6.36, 0.240271, , 
6.39, 0.238162, 2, 0.586
6.39, 0.237740, , 
6.42, 0.234736, , 
6.45, 0.232312, , 
6.48, 0.230238, , 
6.51, 0.227643, , 
6.54, 0.225192, , 
6.57, 0.222654, , 
6.60, 0.220196, , 
6.63, 0.217756, , 
6.66, 0.214991, , 
6.69, 0.212666, , 
6.72, 0.210080, , 
6.76, 0.207879, , 
6.78, 0.206011, , 
6.81, 0.203457, , 
6.84, 0.201475, , 
6.87, 0.199277, , 
6.90, 0.197402, , 
6.93, 0.195597, , 
6.97, 0.193561, , 
6.99, 0.192175, , 
7.02, 0.190316, , 
7.05, 0.188927, , 
