Gradient Profiler Text Data File: 20241017_yHG008_rep1_sample_1_30C.csv
Date: 2024-10-17
Time: 14:59:24

User: jared
Experiment name: 
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW28.1
Speed: 28 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 4
w2t:  x 10^0
Sample Volume: 18 ml
Number of Tubes: 6
Volume per mm: 0.183 ml/mm

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 10 Hz
EM1 Speed: 0.30 mm/sec
Distance: 3.20 mm
Number: 30
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Total Distance: 96.00 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
0.00, 0.059087, 0, 0.000
0.03, 0.059144, , 
0.06, 0.059195, , 
0.09, 0.059150, , 
0.12, 0.059163, , 
0.15, 0.059179, , 
0.18, 0.059157, , 
0.21, 0.059134, , 
0.24, 0.059134, , 
0.27, 0.059283, , 
0.30, 0.060000, , 
0.33, 0.061910, , 
0.36, 0.065075, , 
0.39, 0.066871, , 
0.42, 0.068308, , 
0.45, 0.068758, , 
0.48, 0.068802, , 
0.52, 0.068599, , 
0.54, 0.068317, , 
0.57, 0.068190, , 
0.60, 0.069970, , 
0.63, 0.075213, , 
0.66, 0.095466, , 
0.69, 0.129602, , 
0.72, 0.178478, , 
0.75, 0.248356, , 
0.78, 0.314884, , 
0.81, 0.396324, , 
0.84, 0.455388, , 
0.87, 0.538097, , 
0.90, 0.609614, , 
0.93, 0.682388, , 
0.96, 0.768626, , 
0.99, 0.843265, , 
1.02, 0.918383, , 
1.05, 0.993767, , 
1.08, 1.069415, , 
1.12, 1.157233, , 
1.14, 1.230118, , 
1.17, 1.296452, , 
1.20, 1.357718, , 
1.23, 1.394011, , 
1.26, 1.420649, , 
1.29, 1.432569, , 
1.32, 1.442066, , 
1.35, 1.449235, , 
1.38, 1.453526, , 
1.41, 1.457567, , 
1.44, 1.460533, , 
1.47, 1.463217, , 
1.50, 1.465837, , 
1.53, 1.468406, , 
1.56, 1.471356, , 
1.59, 1.473950, , 
1.62, 1.476672, , 
1.65, 1.479942, , 
1.68, 1.482680, , 
1.71, 1.484906, , 
1.74, 1.487932, , 
1.77, 1.490416, , 
1.80, 1.493004, , 
1.83, 1.494977, , 
1.86, 1.496887, , 
1.89, 1.499056, , 
1.92, 1.500442, , 
1.95, 1.502165, , 
1.98, 1.503373, , 
2.01, 1.504284, , 
2.04, 1.504928, , 
2.07, 1.505270, , 
2.10, 1.505727, , 
2.13, 1.506073, , 
2.16, 1.506476, , 
2.19, 1.506704, , 
2.22, 1.506907, , 
2.25, 1.507078, , 
2.28, 1.507253, , 
2.31, 1.507516, , 
2.34, 1.507811, , 
2.37, 1.508112, , 
2.40, 1.508379, , 
2.43, 1.508537, , 
2.46, 1.508820, , 
2.49, 1.509200, , 
2.52, 1.509749, , 
2.55, 1.510272, , 
2.58, 1.510735, , 
2.61, 1.510999, , 
2.64, 1.511145, , 
2.67, 1.511164, , 
2.70, 1.511078, , 
