Gradient Profiler Text Data File: 20240506_MV_I_40.csv
Date: 2024-05-06
Time: 17:19:43

User: jared
Experiment name: 
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW28.1
Speed: 28 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 4
w2t:  x 10^0
Sample Volume: 18 ml
Number of Tubes: 6
Volume per mm: 0.183 ml/mm

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 10 Hz
EM1 Speed: 0.30 mm/sec
Distance: 3.20 mm
Number: 30
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Total Distance: 96.00 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
0.00, 0.097769, 0, 0.000
0.03, 0.097791, , 
0.06, 0.097794, , 
0.09, 0.097794, , 
0.12, 0.097819, , 
0.15, 0.097816, , 
0.18, 0.097791, , 
0.21, 0.097791, , 
0.24, 0.097841, , 
0.27, 0.097851, , 
0.30, 0.097734, , 
0.33, 0.097607, , 
0.36, 0.097515, , 
0.39, 0.097445, , 
0.42, 0.097350, , 
0.45, 0.097337, , 
0.48, 0.097382, , 
0.51, 0.097382, , 
0.54, 0.097337, , 
0.57, 0.097350, , 
0.60, 0.097597, , 
0.63, 0.098910, , 
0.66, 0.105283, , 
0.69, 0.120454, , 
0.72, 0.148935, , 
0.75, 0.189948, , 
0.78, 0.239297, , 
0.81, 0.302948, , 
0.84, 0.361302, , 
0.87, 0.433591, , 
0.90, 0.498581, , 
0.93, 0.554058, , 
0.96, 0.633093, , 
0.99, 0.701397, , 
1.02, 0.781600, , 
1.05, 0.850833, , 
1.08, 0.920467, , 
1.11, 1.002201, , 
1.14, 1.060419, , 
1.17, 1.128749, , 
1.20, 1.202189, , 
1.23, 1.254399, , 
1.26, 1.299307, , 
1.29, 1.326509, , 
1.33, 1.349991, , 
1.35, 1.363107, , 
1.38, 1.375440, , 
1.41, 1.385967, , 
1.44, 1.392628, , 
1.47, 1.398052, , 
1.50, 1.403768, , 
1.54, 1.408380, , 
1.56, 1.412561, , 
1.59, 1.416389, , 
1.62, 1.420082, , 
1.65, 1.424627, , 
1.68, 1.429004, , 
1.71, 1.433705, , 
1.74, 1.438685, , 
1.77, 1.444474, , 
