Gradient Profiler Text Data File: 20240506_MV_A_30.csv
Date: 2024-05-06
Time: 16:50:13

User: jared
Experiment name: 
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW28.1
Speed: 28 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 4
w2t:  x 10^0
Sample Volume: 18 ml
Number of Tubes: 6
Volume per mm: 0.183 ml/mm

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 10 Hz
EM1 Speed: 0.30 mm/sec
Distance: 3.20 mm
Number: 30
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Total Distance: 96.00 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
0.00, 0.098206, 0, 0.000
0.03, 0.098209, , 
0.06, 0.098257, , 
0.09, 0.098222, , 
0.12, 0.098248, , 
0.15, 0.098257, , 
0.18, 0.098232, , 
0.21, 0.098232, , 
0.24, 0.098209, , 
0.27, 0.098228, , 
0.30, 0.098228, , 
0.33, 0.098238, , 
0.36, 0.098225, , 
0.39, 0.098235, , 
0.42, 0.098257, , 
0.45, 0.098197, , 
0.48, 0.098181, , 
0.51, 0.098222, , 
0.54, 0.098305, , 
0.57, 0.098422, , 
0.60, 0.098609, , 
0.63, 0.099741, , 
0.66, 0.102482, , 
0.69, 0.113574, , 
0.72, 0.135686, , 
0.75, 0.171386, , 
0.78, 0.217731, , 
0.81, 0.280148, , 
0.84, 0.337783, , 
0.87, 0.407502, , 
0.90, 0.468447, , 
0.93, 0.519801, , 
0.96, 0.592229, , 
0.99, 0.654966, , 
1.02, 0.728505, , 
1.05, 0.791839, , 
1.08, 0.855464, , 
1.11, 0.919341, , 
1.14, 0.993853, , 
1.17, 1.056778, , 
1.20, 1.125494, , 
1.23, 1.167684, , 
1.26, 1.206737, , 
1.29, 1.236709, , 
1.32, 1.252524, , 
1.35, 1.263956, , 
1.38, 1.270379, , 
1.41, 1.275140, , 
1.44, 1.279111, , 
1.47, 1.282667, , 
1.50, 1.286397, , 
1.53, 1.289277, , 
1.56, 1.292027, , 
1.59, 1.295104, , 
1.63, 1.297610, , 
1.65, 1.300075, , 
1.68, 1.302558, , 
1.71, 1.305093, , 
1.74, 1.308128, , 
1.77, 1.310815, , 
1.80, 1.314171, , 
1.83, 1.316775, , 
1.86, 1.319931, , 
1.89, 1.323674, , 
1.92, 1.326988, , 
1.95, 1.330325, , 
1.98, 1.333608, , 
2.01, 1.337218, , 
2.04, 1.339990, , 
2.07, 1.342801, , 
2.10, 1.344716, , 
2.13, 1.346334, , 
2.16, 1.347863, , 
2.19, 1.349417, , 
2.22, 1.351263, , 
2.25, 1.352846, , 
2.28, 1.354410, , 
2.31, 1.356170, , 
2.34, 1.357534, , 
2.37, 1.358778, , 
2.40, 1.359945, , 
2.43, 1.361058, , 
2.46, 1.362292, , 
2.49, 1.363310, , 
2.52, 1.364608, , 
2.55, 1.365762, , 
2.58, 1.366815, , 
2.61, 1.368592, , 
2.64, 1.370438, , 
2.67, 1.372372, , 
2.70, 1.374533, , 
2.73, 1.376182, , 
2.76, 1.377762, , 
2.79, 1.378643, , 
2.82, 1.379576, , 
2.85, 1.380166, , 
2.88, 1.380632, , 
2.91, 1.381045, , 
2.94, 1.381235, , 
2.97, 1.381378, , 
3.00, 1.381501, , 
3.03, 1.381552, , 
3.06, 1.381400, , 
3.09, 1.381162, , 
3.12, 1.380696, , 
3.15, 1.380102, , 
3.18, 1.379259, 1, 0.582
3.19, 1.379097, , 
3.21, 1.378288, , 
3.24, 1.377127, , 
3.27, 1.375741, , 
3.30, 1.373974, , 
3.33, 1.372280, , 
3.36, 1.370111, , 
3.39, 1.367963, , 
3.42, 1.365892, , 
3.45, 1.362612, , 
3.48, 1.359418, , 
3.51, 1.355856, , 
3.54, 1.351244, , 
3.57, 1.346953, , 
3.60, 1.341611, , 
3.63, 1.336631, , 
3.66, 1.331226, , 
3.69, 1.325513, , 
3.72, 1.319392, , 
3.75, 1.311690, , 
3.78, 1.304721, , 
3.81, 1.297423, , 
3.84, 1.288557, , 
3.87, 1.280545, , 
3.90, 1.272241, , 
3.93, 1.263632, , 
3.96, 1.254703, , 
3.99, 1.243862, , 
4.02, 1.234143, , 
4.05, 1.222438, , 
4.08, 1.212022, , 
4.11, 1.203089, , 
4.14, 1.190205, , 
4.17, 1.178970, , 
4.20, 1.165623, , 
4.23, 1.153944, , 
4.26, 1.142119, , 
4.29, 1.130138, , 
4.32, 1.117964, , 
4.35, 1.103481, , 
4.38, 1.090904, , 
4.41, 1.078271, , 
4.44, 1.063413, , 
4.47, 1.050554, , 
4.50, 1.037667, , 
4.53, 1.024852, , 
4.56, 1.012037, , 
4.59, 0.996923, , 
4.62, 0.984013, , 
4.65, 0.969181, , 
4.68, 0.956525, , 
4.71, 0.946033, , 
4.74, 0.931550, , 
4.77, 0.919357, , 
4.80, 0.905388, , 
4.83, 0.893702, , 
4.86, 0.882239, , 
4.89, 0.869072, , 
4.92, 0.859734, , 
4.95, 0.846764, , 
4.98, 0.835713, , 
5.01, 0.824751, , 
5.04, 0.812095, , 
5.07, 0.801456, , 
5.10, 0.789444, , 
5.13, 0.781054, , 
5.16, 0.771091, , 
5.19, 0.759551, , 
5.22, 0.749760, , 
5.25, 0.740063, , 
5.28, 0.728825, , 
5.31, 0.719182, , 
5.34, 0.709641, , 
5.37, 0.700281, , 
5.40, 0.691054, , 
5.43, 0.680383, , 
5.46, 0.671473, , 
5.49, 0.661440, , 
5.52, 0.653003, , 
5.55, 0.646063, , 
