Gradient Profiler Text Data File: 20240419_BY4742_30.csv
Date: 2024-04-19
Time: 14:41:31

User: jared
Experiment name: 
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW28.1
Speed: 28 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 4
w2t:  x 10^0
Sample Volume: 18 ml
Number of Tubes: 6
Volume per mm: 0.183 ml/mm

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 10 Hz
EM1 Speed: 0.30 mm/sec
Distance: 3.20 mm
Number: 30
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Total Distance: 96.00 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
0.00, 0.107735, 0, 0.000
0.04, 0.107738, , 
0.06, 0.107773, , 
0.09, 0.107789, , 
0.12, 0.107766, , 
0.15, 0.107770, , 
0.18, 0.107817, , 
0.21, 0.107754, , 
0.24, 0.107738, , 
0.27, 0.107754, , 
0.30, 0.107833, , 
0.33, 0.107960, , 
0.36, 0.108055, , 
0.39, 0.108125, , 
0.42, 0.108223, , 
0.45, 0.108255, , 
0.48, 0.108217, , 
0.51, 0.108322, , 
0.54, 0.108893, , 
0.57, 0.110399, , 
0.60, 0.114802, , 
0.63, 0.129523, , 
0.66, 0.151638, , 
0.69, 0.203083, , 
0.72, 0.263096, , 
0.75, 0.332939, , 
0.78, 0.421439, , 
0.81, 0.500528, , 
0.84, 0.594871, , 
0.87, 0.663125, , 
0.90, 0.745541, , 
0.93, 0.842215, , 
0.96, 0.925399, , 
0.99, 1.023082, , 
1.02, 1.106809, , 
1.05, 1.190551, , 
1.08, 1.274055, , 
1.11, 1.356246, , 
1.14, 1.447160, , 
1.17, 1.514824, , 
1.20, 1.567132, , 
1.23, 1.607413, , 
1.26, 1.628211, , 
1.29, 1.640896, , 
1.32, 1.648800, , 
1.35, 1.654186, , 
1.38, 1.658579, , 
1.41, 1.661304, , 
