Gradient Profiler Text Data File: 20240906_yHG008_rep1_sample_1_30C.csv
Date: 2024-09-06
Time: 17:21:52

User: jared
Experiment name: 
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW28.1
Speed: 28 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 4
w2t:  x 10^0
Sample Volume: 18 ml
Number of Tubes: 6
Volume per mm: 0.183 ml/mm

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 10 Hz
EM1 Speed: 0.30 mm/sec
Distance: 3.20 mm
Number: 30
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Total Distance: 96.00 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
0.00, 0.061025, 0, 0.000
0.03, 0.060987, , 
0.06, 0.060996, , 
0.09, 0.061041, , 
0.12, 0.061104, , 
0.15, 0.061076, , 
0.18, 0.061057, , 
0.21, 0.061072, , 
0.24, 0.061076, , 
0.27, 0.061088, , 
0.30, 0.061050, , 
0.33, 0.061091, , 
0.36, 0.061095, , 
0.39, 0.061085, , 
0.42, 0.061101, , 
0.45, 0.061193, , 
0.48, 0.061291, , 
0.51, 0.061425, , 
0.54, 0.061589, , 
0.57, 0.062528, , 
0.60, 0.065868, , 
0.63, 0.076269, , 
0.66, 0.099751, , 
0.69, 0.139035, , 
0.72, 0.200742, , 
0.75, 0.262452, , 
0.78, 0.328787, , 
0.81, 0.409421, , 
0.84, 0.480088, , 
0.87, 0.551384, , 
0.90, 0.623219, , 
0.93, 0.695377, , 
0.96, 0.779960, , 
0.99, 0.852718, , 
1.02, 0.937488, , 
1.05, 1.010325, , 
1.09, 1.082962, , 
1.11, 1.154572, , 
1.14, 1.222781, , 
1.17, 1.282378, , 
1.20, 1.334557, , 
1.23, 1.363580, , 
1.26, 1.383703, , 
1.29, 1.393279, , 
1.32, 1.398024, , 
1.35, 1.401967, , 
1.38, 1.403911, , 
1.41, 1.405659, , 
1.44, 1.406836, , 
1.47, 1.407816, , 
1.50, 1.408894, , 
1.53, 1.409586, , 
1.56, 1.410439, , 
1.59, 1.411206, , 
1.62, 1.412155, , 
1.65, 1.413367, , 
1.68, 1.414569, , 
1.71, 1.415863, , 
1.74, 1.416700, , 
1.77, 1.417585, , 
1.80, 1.418496, , 
1.83, 1.419428, , 
1.86, 1.420760, , 
1.89, 1.421864, , 
1.92, 1.422648, , 
1.95, 1.423006, , 
1.98, 1.422997, , 
2.01, 1.422705, , 
2.04, 1.422349, , 
2.07, 1.422289, , 
2.10, 1.422448, , 
2.13, 1.422489, , 
2.16, 1.422086, , 
2.19, 1.421506, , 
2.22, 1.420789, , 
2.25, 1.420059, , 
2.28, 1.419520, , 
2.31, 1.419000, , 
2.34, 1.418400, , 
2.37, 1.417630, , 
2.40, 1.416900, , 
2.43, 1.416259, , 
2.46, 1.415755, , 
2.49, 1.415368, , 
2.52, 1.414937, , 
2.55, 1.414493, , 
2.58, 1.413957, , 
2.61, 1.413033, , 
2.64, 1.412149, , 
2.67, 1.411295, , 
2.70, 1.410388, , 
2.73, 1.409091, , 
2.76, 1.407790, , 
2.79, 1.406474, , 
2.82, 1.405161, , 
2.85, 1.403530, , 
2.88, 1.401960, , 
2.91, 1.399826, , 
2.94, 1.397799, , 
2.97, 1.395588, , 
3.00, 1.393000, , 
3.03, 1.391230, , 
3.06, 1.388673, , 
3.09, 1.386161, , 
3.12, 1.383297, , 
3.15, 1.379735, , 
3.18, 1.376639, , 
3.19, 1.376112, 1, 0.583
3.21, 1.373524, , 
3.24, 1.370501, , 
3.27, 1.367342, , 
3.30, 1.363279, , 
3.33, 1.359428, , 
3.36, 1.354622, , 
3.40, 1.350451, , 
3.42, 1.346880, , 
3.45, 1.341754, , 
3.48, 1.337189, , 
3.51, 1.332463, , 
3.54, 1.326665, , 
3.57, 1.321498, , 
3.60, 1.316286, , 
3.63, 1.310187, , 
3.66, 1.304753, , 
3.69, 1.298111, , 
3.72, 1.293182, , 
3.75, 1.287108, , 
3.78, 1.279933, , 
3.81, 1.273697, , 
3.84, 1.267470, , 
3.87, 1.261269, , 
3.90, 1.253929, , 
3.93, 1.247579, , 
3.96, 1.240134, , 
3.99, 1.233692, , 
4.02, 1.227177, , 
4.05, 1.220456, , 
4.08, 1.212526, , 
4.11, 1.205586, , 
4.14, 1.198690, , 
4.17, 1.191877, , 
4.20, 1.185149, , 
4.23, 1.178301, , 
4.26, 1.170003, , 
4.29, 1.162558, , 
4.32, 1.154936, , 
4.35, 1.145849, , 
4.38, 1.137925, , 
4.41, 1.129875, , 
4.45, 1.120375, , 
4.47, 1.115430, , 
4.50, 1.103795, , 
4.53, 1.095520, , 
4.56, 1.087260, , 
4.59, 1.079111, , 
4.62, 1.069583, , 
4.65, 1.062972, , 
4.68, 1.052759, , 
4.71, 1.042571, , 
4.74, 1.033908, , 
4.77, 1.025467, , 
4.80, 1.017322, , 
4.83, 1.009452, , 
4.86, 1.000232, , 
4.89, 0.992498, , 
4.92, 0.984756, , 
4.95, 0.976959, , 
4.98, 0.967910, , 
5.01, 0.961705, , 
5.04, 0.952332, , 
5.07, 0.943159, , 
5.10, 0.935346, , 
5.13, 0.927597, , 
5.16, 0.918567, , 
5.19, 0.912299, , 
5.22, 0.902549, , 
5.25, 0.892773, , 
5.28, 0.884231, , 
5.31, 0.875476, , 
5.34, 0.865269, , 
5.37, 0.860130, , 
5.40, 0.849872, , 
5.43, 0.839649, , 
5.46, 0.831107, , 
5.49, 0.821036, , 
5.52, 0.812428, , 
5.55, 0.804533, , 
5.58, 0.795363, , 
5.61, 0.785466, , 
5.64, 0.776959, , 
5.67, 0.768239, , 
5.70, 0.761255, , 
5.73, 0.750870, , 
5.76, 0.742429, , 
5.79, 0.732974, , 
5.82, 0.725047, , 
5.85, 0.715757, , 
5.88, 0.708258, , 
5.91, 0.699542, , 
5.94, 0.691618, , 
5.97, 0.684040, , 
6.00, 0.675498, , 
6.03, 0.668263, , 
6.06, 0.661599, , 
6.09, 0.652581, , 
6.12, 0.645314, , 
6.15, 0.638073, , 
6.18, 0.630844, , 
6.21, 0.624243, , 
6.24, 0.615466, , 
6.27, 0.608361, , 
6.30, 0.599946, , 
6.33, 0.592717, , 
6.36, 0.587338, , 
6.39, 0.579408, 2, 0.586
6.39, 0.578285, , 
6.42, 0.571231, , 
6.45, 0.563107, , 
6.48, 0.556066, , 
6.51, 0.549449, , 
6.54, 0.540564, , 
6.57, 0.534680, , 
6.60, 0.526433, , 
6.63, 0.519369, , 
6.66, 0.512965, , 
6.69, 0.504426, , 
6.72, 0.497689, , 
6.75, 0.490156, , 
6.78, 0.485049, , 
6.81, 0.480345, , 
6.84, 0.472463, , 
