Gradient Profiler Text Data File: 1-C1_SH_30_012126.csv
Date: 2026-01-21
Time: 15:28:19

User: Karen
Experiment name: 
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW28.1
Speed: 28 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 4
w2t:  x 10^0
Sample Volume: 18 ml
Number of Tubes: 6
Volume per mm: 0.183 ml/mm

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 10 Hz
EM1 Speed: 0.30 mm/sec
Distance: 3.20 mm
Number: 30
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Total Distance: 96.00 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
0.00, 0.080272, 0, 0.000
0.03, 0.080275, , 
0.06, 0.080237, , 
0.09, 0.080310, , 
0.12, 0.080294, , 
0.15, 0.080237, , 
0.18, 0.080336, , 
0.21, 0.081509, , 
0.24, 0.084516, , 
0.27, 0.087875, , 
0.30, 0.090473, , 
0.33, 0.092230, , 
0.36, 0.092808, , 
0.39, 0.092963, , 
0.42, 0.092896, , 
0.45, 0.092766, , 
0.48, 0.092509, , 
0.51, 0.092421, , 
0.54, 0.092833, , 
0.57, 0.095164, , 
0.60, 0.102939, , 
0.63, 0.122319, , 
0.66, 0.158207, , 
0.69, 0.218959, , 
0.72, 0.281893, , 
0.75, 0.349801, , 
0.78, 0.432611, , 
0.81, 0.505965, , 
0.84, 0.580953, , 
0.87, 0.657612, , 
0.90, 0.735841, , 
0.93, 0.828500, , 
0.96, 0.908693, , 
0.99, 1.002791, , 
1.02, 1.083844, , 
1.05, 1.151365, , 
1.08, 1.245435, , 
1.11, 1.323861, , 
1.14, 1.406553, , 
1.17, 1.463397, , 
1.20, 1.504601, , 
1.23, 1.536780, , 
1.26, 1.552421, , 
1.29, 1.567840, , 
1.32, 1.577511, , 
1.35, 1.585454, , 
1.38, 1.593304, , 
1.41, 1.599251, , 
1.44, 1.605487, , 
1.47, 1.609671, , 
1.50, 1.614626, , 
1.53, 1.620507, , 
1.56, 1.625728, , 
1.59, 1.632046, , 
1.62, 1.637311, , 
1.66, 1.642237, , 
1.68, 1.646574, , 
1.71, 1.650456, , 
1.74, 1.654694, , 
1.77, 1.658081, , 
1.80, 1.661263, , 
1.83, 1.664682, , 
1.86, 1.666715, , 
1.89, 1.668910, , 
1.92, 1.670341, , 
1.95, 1.671533, , 
1.98, 1.672596, , 
2.01, 1.672942, , 
2.04, 1.672818, , 
2.07, 1.672453, , 
2.10, 1.671832, , 
2.13, 1.670991, , 
2.16, 1.670214, , 
2.19, 1.669465, , 
2.22, 1.668761, , 
2.25, 1.667883, , 
2.28, 1.666871, , 
2.31, 1.665865, , 
2.34, 1.664742, , 
2.37, 1.664016, , 
2.40, 1.663521, , 
2.43, 1.662998, , 
2.46, 1.662459, , 
2.49, 1.661846, , 
2.52, 1.661231, , 
2.55, 1.660774, , 
2.58, 1.660089, , 
2.61, 1.659046, , 
2.64, 1.657187, , 
2.67, 1.655227, , 
2.70, 1.653396, , 
2.73, 1.650586, , 
2.76, 1.648118, , 
2.79, 1.645137, , 
2.82, 1.642342, , 
2.85, 1.639208, , 
2.88, 1.635208, , 
2.91, 1.632205, , 
2.94, 1.627628, , 
2.97, 1.623520, , 
3.00, 1.619285, , 
3.03, 1.613969, , 
3.06, 1.609072, , 
3.10, 1.602972, , 
3.12, 1.598433, , 
3.15, 1.592873, , 
3.18, 1.587068, 1, 0.582
3.18, 1.586069, , 
3.21, 1.579950, , 
3.24, 1.572553, , 
3.27, 1.565933, , 
3.30, 1.560221, , 
3.33, 1.551996, , 
3.36, 1.544754, , 
3.39, 1.536063, , 
3.42, 1.528279, , 
3.45, 1.520261, , 
3.48, 1.510656, , 
3.51, 1.503592, , 
3.54, 1.493448, , 
3.57, 1.484507, , 
3.60, 1.475387, , 
3.63, 1.464479, , 
3.66, 1.454833, , 
3.69, 1.443348, , 
3.72, 1.435015, , 
3.75, 1.424890, , 
3.78, 1.412792, , 
3.81, 1.402204, , 
3.84, 1.389723, , 
3.87, 1.378862, , 
3.90, 1.367770, , 
3.93, 1.356690, , 
3.96, 1.345646, , 
3.99, 1.332596, , 
4.02, 1.321317, , 
4.05, 1.309977, , 
4.08, 1.296700, , 
4.11, 1.285258, , 
4.14, 1.275686, , 
4.17, 1.262275, , 
4.20, 1.250840, , 
4.23, 1.237394, , 
4.26, 1.225823, , 
4.29, 1.212374, , 
4.33, 1.200879, , 
4.35, 1.191277, , 
4.38, 1.177847, , 
4.41, 1.166339, , 
4.44, 1.154857, , 
4.47, 1.141389, , 
4.50, 1.129824, , 
4.53, 1.118358, , 
4.56, 1.107034, , 
4.59, 1.095739, , 
4.62, 1.082607, , 
4.65, 1.071416, , 
4.68, 1.058500, , 
4.71, 1.047573, , 
4.74, 1.038520, , 
4.77, 1.026035, , 
4.80, 1.015406, , 
4.83, 1.002972, , 
4.86, 0.992337, , 
4.89, 0.981863, , 
4.92, 0.969762, , 
4.95, 0.961103, , 
4.98, 0.949024, , 
5.01, 0.938839, , 
5.04, 0.928730, , 
5.07, 0.916924, , 
5.10, 0.906834, , 
5.13, 0.895180, , 
5.16, 0.886959, , 
5.19, 0.877132, , 
5.22, 0.865732, , 
5.25, 0.856102, , 
5.28, 0.844880, , 
5.31, 0.835240, , 
5.34, 0.825617, , 
5.37, 0.816075, , 
5.40, 0.806525, , 
5.43, 0.795429, , 
5.46, 0.786050, , 
5.49, 0.776724, , 
5.52, 0.765889, , 
5.55, 0.756617, , 
5.58, 0.747482, , 
5.61, 0.738553, , 
5.64, 0.729662, , 
5.67, 0.719347, , 
5.70, 0.710555, , 
5.73, 0.700376, , 
5.76, 0.693090, , 
5.79, 0.684367, , 
5.82, 0.674376, , 
5.85, 0.666056, , 
